name,site,phone,full_address,street,city,postal_code,country,rating,reviews,photo,working_hours,business_status,description,location_link
Bob's Bar,,+91 78990 25564,"Municipal Nos 3, 4, 5, 14, 15 and 16 formed by Sy. No 32 of, Marenahalli Rd, Sarakki Industrial Layout, Bengaluru, Karnataka 560078","Municipal Nos 3, 4, 5, 14, 15 and 16 formed by Sy. No 32 of, Marenahalli Rd",Bengaluru,560078,India,4.2,4349,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_K4CiOIiIYaAxgVovhpvVpbrEXVKG5TI8zHEgsFYxp8VXDqkeIoRNnvu6d11T6ZFsToBuBOyz6Nmf025EDa3TJpbuku6_kNB-iUDASb2wGk8CnkFcbbdoe6kz4-3qnDw7ONd2Kcg=w800-h500-k-no,"{""Monday"": ""11am-1am"", ""Tuesday"": ""11am-1am"", ""Wednesday"": ""11am-1am"", ""Thursday"": ""11am-1am"", ""Friday"": ""11am-1am"", ""Saturday"": ""11am-1am"", ""Sunday"": ""11am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Bob%27s+Bar/@12.912027799999999,77.5859614,14z/data=!4m8!1m2!2m1!1sBob%27s+Bar!3m4!1s0x3bae1508519d9217:0xe30756719d710d1a!8m2!3d12.912027799999999!4d77.5859614"
Mockaholic,,+91 88840 88553,"#1107, 24th Main Rd, TMC Layout, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560075","#1107, 24th Main Rd",Bengaluru,560075,India,3.9,4370,https://lh3.googleusercontent.com/p/AF1QipPR-of3kdGiDgK2vxh2skoba4Ftd4lXP2J4PjQ6=w800-h500-k-no,"{""Monday"": ""11:30am-11:30pm"", ""Tuesday"": ""11:30am-11:30pm"", ""Wednesday"": ""11:30am-11:30pm"", ""Thursday"": ""11:30am-11:30pm"", ""Friday"": ""11:30am-12am"", ""Saturday"": ""11:30am-12am"", ""Sunday"": ""11:30am-12am""}",OPERATIONAL,,"https://www.google.com/maps/place/Mockaholic/@12.915655399999999,77.58561619999999,14z/data=!4m8!1m2!2m1!1sMockaholic!3m4!1s0x3bae150cbb9cab1b:0x9a8b0458e28e9c5e!8m2!3d12.915655399999999!4d77.58561619999999"
Meenakshi Bar and Restaurant,,,"Shop Number- 1635 , 22nd Main, 40th A Cross Road, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069","Shop Number- 1635 , 22nd Main, 40th A Cross Road",Bengaluru,560069,India,4.1,31,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFWTKMtP3BfcoiiBHgnFuYp4wZpCqP7BiHrpdYAkApcR3MtnSHJ5P26f-Mw-2Eh5LS48PAUbSx0D5yRQ1X5wQC3xQI10IyI-j56JvylqtO41ABkkBJzYNBMIgkoqKMZ1XlYk9T86xlIKGI_pYfCd-U51SBVCtJSqfuOYXDCnHW6q-RQMiW8WmWTMqSWi7ev9q7SWg=w800-h500-k-no,"{""Monday"": ""10am-10pm"", ""Tuesday"": ""10am-10pm"", ""Wednesday"": ""10am-10pm"", ""Thursday"": ""10am-10pm"", ""Friday"": ""10am-10pm"", ""Saturday"": ""10am-10pm"", ""Sunday"": ""10am-10pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Meenakshi+Bar+and+Restaurant/@12.9194062,77.5913604,14z/data=!4m8!1m2!2m1!1sMeenakshi+Bar+and+Restaurant!3m4!1s0x3bae15098e395ae1:0x9765d2b76806d07e!8m2!3d12.9194062!4d77.5913604"
Terrace Bar & Kitchen,https://terracebyhouseofcommons.com/,+91 78994 43516,"No 1, (old 141/37), Rooftop, 24th main, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560041","No 1, (old 141/37), Rooftop, 24th main, Marenahalli Rd",Bengaluru,560041,India,4.6,1999,https://lh3.googleusercontent.com/p/AF1QipN82O2UB7uNx_SU0fCHB8CCsuisDdk8_2GFo7Z2=w800-h500-k-no,"{""Monday"": ""11am-1am"", ""Tuesday"": ""11am-1am"", ""Wednesday"": ""11am-1am"", ""Thursday"": ""11am-1am"", ""Friday"": ""11am-1am"", ""Saturday"": ""11am-1am"", ""Sunday"": ""11am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Terrace+Bar+%26+Kitchen/@12.914250899999999,77.5859572,14z/data=!4m8!1m2!2m1!1sTerrace+Bar+%26+Kitchen!3m4!1s0x3bae155c5cce7b65:0x82f8649cc6dae893!8m2!3d12.914250899999999!4d77.5859572"
The Dennys Pub,,+91 93412 12142,"1550, East End Circle JP Nagar 3rd phase, Jayanagara 9th Block, Bengaluru, Karnataka 560078","1550, East End Circle JP Nagar 3rd phase",Bengaluru,560078,India,3.9,1450,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8t2-6na4y4OhqYVbdD1Y95YXrn6WmCEsMhqUs6nl1XPE989lUyfFjyXEmDnJigWAlqlA6guQPnYfYcHGa3nmxAANU6IXwpM6HniksMUNSw-Ta2vrqmqaCavaBXqOhsF668PeOgNA=w800-h500-k-no,"{""Monday"": ""11am-1am"", ""Tuesday"": ""11am-1am"", ""Wednesday"": ""11am-1am"", ""Thursday"": ""11am-1am"", ""Friday"": ""11am-1am"", ""Saturday"": ""11am-1am"", ""Sunday"": ""11am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/The+Dennys+Pub/@12.9166194,77.59712499999999,14z/data=!4m8!1m2!2m1!1sThe+Dennys+Pub!3m4!1s0x3bae150607dfa3e3:0x89d774d1f22c04f9!8m2!3d12.9166194!4d77.59712499999999"
Casa Piccosa,https://casapiccosa.in/,+91 96111 61911,"745/AB, 24th Main, 15th Cross Rd, 6th Phase, J. P. Nagar, Bengaluru, Karnataka 560078","745/AB, 24th Main, 15th Cross Rd",Bengaluru,560078,India,4,5082,https://lh3.googleusercontent.com/p/AF1QipN_ftfzoIT15NjoWFJJvtR6fvt3JVMtEl_DZNks=w800-h500-k-no,"{""Monday"": ""11am-1am"", ""Tuesday"": ""11am-1am"", ""Wednesday"": ""11am-1am"", ""Thursday"": ""11am-1am"", ""Friday"": ""11am-1am"", ""Saturday"": ""11am-1am"", ""Sunday"": ""11am-1am""}",OPERATIONAL,"This stylish bar offers freshly prepared cocktails, international dining & live music.","https://www.google.com/maps/place/Casa+Piccosa/@12.9060969,77.5854465,14z/data=!4m8!1m2!2m1!1sCasa+Piccosa!3m4!1s0x3bae15134829cc21:0xf8fa1c09111f4d8a!8m2!3d12.9060969!4d77.5854465"
Three Dots And A Dash,https://www.facebook.com/3dotsJPNagarBangalore/,,"47/1, 9th Cross Rd, Sarakki Industrial Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078","47/1, 9th Cross Rd",Bengaluru,560078,India,4.2,7373,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9inDI2v6EeAon6hbvL2keRpc-GXen5enWtHXn9DXa63KdSsk1GfUDxBofTtE9qi3UvGHHgkg79ExfQZhMQZ2QFI_MQT-12DJ8ebwS900epyHUQQ_1aTMJzOUf0IeydBHCC_zwDHw=w800-h500-k-no,"{""Monday"": ""12pm-1am"", ""Tuesday"": ""12pm-1am"", ""Wednesday"": ""12pm-1am"", ""Thursday"": ""12pm-1am"", ""Friday"": ""12pm-1am"", ""Saturday"": ""12pm-1am"", ""Sunday"": ""12pm-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Three+Dots+And+A+Dash/@12.910751399999999,77.59936379999999,14z/data=!4m8!1m2!2m1!1sThree+Dots+And+A+Dash!3m4!1s0x3bae151b2a55620b:0xd3c0d1aedf768d4b!8m2!3d12.910751399999999!4d77.59936379999999"
Millennials,,+91 97422 13975,"46, 100 Feet Ring Rd, opposite mandovi motors, JP Nagar 4th Phase, Dollar Layout, Phase 4, J. P. Nagar, Bengaluru, Karnataka 560078","46, 100 Feet Ring Rd, opposite mandovi motors",Bengaluru,560078,India,4.1,1117,https://lh3.googleusercontent.com/p/AF1QipMZwMps7hFUugoDBmNea-e-Q_vB63nW1JqyvzMg=w800-h500-k-no,"{""Monday"": ""1-11:30pm"", ""Tuesday"": ""1-11:30pm"", ""Wednesday"": ""1-11:30pm"", ""Thursday"": ""1-11:30pm"", ""Friday"": ""1pm-1am"", ""Saturday"": ""1pm-1am"", ""Sunday"": ""1pm-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Millennials/@12.9070026,77.6003039,14z/data=!4m8!1m2!2m1!1sMillennials!3m4!1s0x3bae1508932f139d:0xb38aff86c1740ba8!8m2!3d12.9070026!4d77.6003039"
Famous Bar & Restaurant,,+91 99455 56484,"WH8Q+MQX, Marenahalli Rd, Phase II, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078","WH8Q+MQX, Marenahalli Rd",Bengaluru,560078,India,3.5,234,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-9-jdmpkMiTnitYwe1JfRdleGoiRy-vJjE3aDSw-58GiaZOcTDUwCh9yARtfaH7MrLx4OyJ9NnmBqmPiviuvmJW6mn6E3jtjGusYr2j2a0NZKjrm6GUetfKMMbe4F0gaqOYe29=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Famous+Bar+%26+Restaurant/@12.916730099999999,77.5894905,14z/data=!4m8!1m2!2m1!1sFamous+Bar+%26+Restaurant!3m4!1s0x3bae150bee1d290d:0x528592edaf4acb3c!8m2!3d12.916730099999999!4d77.5894905"
Eagle Bar and Restaurant,,+91 77605 47777,"288, 15th Cross Rd, J P Nagar Phase 5, J. P. Nagar, Bengaluru, Karnataka 560078","288, 15th Cross Rd",Bengaluru,560078,India,3.9,678,https://lh3.googleusercontent.com/p/AF1QipNUE0dFPGLUQSOhQV-0A6ta7b0xwuq0laizuU9o=w800-h500-k-no,"{""Monday"": ""10:30am-11:45pm"", ""Tuesday"": ""10:30am-11:45pm"", ""Wednesday"": ""10:30am-11:45pm"", ""Thursday"": ""10:30am-11:45pm"", ""Friday"": ""10:30am-12:45am"", ""Saturday"": ""10:30am-12:45am"", ""Sunday"": ""10:30am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Eagle+Bar+and+Restaurant/@12.9061918,77.59040569999999,14z/data=!4m8!1m2!2m1!1sEagle+Bar+and+Restaurant!3m4!1s0x3bae1513e0856367:0x8fcf4f9f360b3be7!8m2!3d12.9061918!4d77.59040569999999"
Mezera Brewery & Kitchen,,+91 80 4716 2244,"3rd floor, 637, 14th Cross, 8th Main 3rd Phase JP Nagar near Delmia Office, signal, next To Apex Bank near, near Delmia Office, Bengaluru, Karnataka 560078","3rd floor, 637, 14th Cross, 8th Main 3rd Phase JP Nagar near Delmia Office, signal, next To Apex Bank near, near Delmia Office",Bengaluru,560078,India,4.2,606,https://lh3.googleusercontent.com/p/AF1QipPVm78ahcWcMoy-VTVnK_125IKXbEbObTO3iFWT=w800-h500-k-no,"{""Monday"": ""12pm-12:30am"", ""Tuesday"": ""12pm-12:30am"", ""Wednesday"": ""12pm-12:30am"", ""Thursday"": ""12pm-12:30am"", ""Friday"": ""12pm-12:30am"", ""Saturday"": ""12pm-12:30am"", ""Sunday"": ""12pm-12:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/Mezera+Brewery+%26+Kitchen/@12.9067574,77.59522059999999,14z/data=!4m8!1m2!2m1!1sMezera+Brewery+%26+Kitchen!3m4!1s0x3bae158db6f91e4d:0x1b26cef53caacb0d!8m2!3d12.9067574!4d77.59522059999999"
Sri Ranga wines mrp outlet,,,"84, 8th Main Rd, 3rd Block East, RBI Colony, Jayanagar, Bengaluru, Karnataka 560011","84, 8th Main Rd",Bengaluru,560011,India,3.8,43,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-gWNQSb9zltTB10dCjOetf64Ood9xFamUBIYSA5OERxdnRyJm2IiciVz2B8MO1CBkehdAv96FJCng9FVySWVvUZtZuiqUAcTQArzdNdwFrI3ZuqpZE8JE7nYrsSF1lRdtAqPg=w800-h500-k-no,"{""Monday"": ""9:30am-10:30pm"", ""Tuesday"": ""9:30am-10pm"", ""Wednesday"": ""9:30am-11pm"", ""Thursday"": ""9:30am-11pm"", ""Friday"": ""9:30am-11pm"", ""Saturday"": ""10:30am-11pm"", ""Sunday"": ""9:30am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Sri+Ranga+wines+mrp+outlet/@12.9313463,77.5927375,14z/data=!4m8!1m2!2m1!1sSri+Ranga+wines+mrp+outlet!3m4!1s0x3bae15a4ef0e04e7:0xbae976d3fbcaa01c!8m2!3d12.9313463!4d77.5927375"
BRICKS Bar & Kitchen,,+91 78801 09652,"4th Floor, 67, 6th B Main Rd, Dollar Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078","4th Floor, 67, 6th B Main Rd",Bengaluru,560078,India,4.8,345,https://lh3.googleusercontent.com/p/AF1QipPc_-yqqXyBtnNSn-wIyFzF7sEd2uZASz_KBGBc=w800-h500-k-no,"{""Monday"": ""12pm-12am"", ""Tuesday"": ""12pm-12am"", ""Wednesday"": ""12pm-12am"", ""Thursday"": ""12pm-12am"", ""Friday"": ""12pm-1am"", ""Saturday"": ""12pm-1am"", ""Sunday"": ""12pm-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/BRICKS+Bar+%26+Kitchen/@12.9063543,77.5968627,14z/data=!4m8!1m2!2m1!1sBRICKS+Bar+%26+Kitchen!3m4!1s0x3bae15a2687ccc73:0x330d644d069e5dc5!8m2!3d12.9063543!4d77.5968627"
Swarnaloka Bar,,,"BTM Complex, 9th C Main Rd, KEB Colony, New Gurappana Palya, BTM Layout, Bengaluru, Karnataka 560029","BTM Complex, 9th C Main Rd",Bengaluru,560029,India,3.4,91,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-UUN5vvhnx6-tnqN44EsSksv_F2I5b8UvxFeXvljGFZ44o3mBxEwCNYzs6Hl9XBQoxVmIymNq_lq_b1BjX2b7PFQRP6tTLgQYJxFRChVvNzfU0QVe0uHH0eZayF-XcKMVQfpznBg=w800-h500-k-no,"{""Monday"": ""11am-12:30am"", ""Tuesday"": ""11am-12:30am"", ""Wednesday"": ""11am-12:30am"", ""Thursday"": ""11am-12:30am"", ""Friday"": ""11am-12:30am"", ""Saturday"": ""11am-12:30am"", ""Sunday"": ""11am-12:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/Swarnaloka+Bar/@12.9168127,77.603476,14z/data=!4m8!1m2!2m1!1sSwarnaloka+Bar!3m4!1s0x3bae150e5408e117:0x25f26aaac55c6395!8m2!3d12.9168127!4d77.603476"
Relax Bar and Restaurant,,,"35/4, Bannerghatta Rd, near Mico Company, Chinnayanpalya, Arekere, Bengaluru, Karnataka 560030","35/4, Bannerghatta Rd, near Mico Company",Bengaluru,560030,India,3.8,149,https://lh3.googleusercontent.com/p/AF1QipNCoCSw9L9V8vqyVy0TpOhOX8gj_Ac7ICzBeNgL=w800-h500-k-no,"{""Monday"": ""10am-10:30pm"", ""Tuesday"": ""10am-10:30pm"", ""Wednesday"": ""10am-10:30pm"", ""Thursday"": ""10am-10:30pm"", ""Friday"": ""10am-10:30pm"", ""Saturday"": ""10am-10:30pm"", ""Sunday"": ""10am-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Relax+Bar+and+Restaurant/@12.9479654,77.6024576,14z/data=!4m8!1m2!2m1!1sRelax+Bar+and+Restaurant!3m4!1s0x3bae155cefe30b8b:0x81f467c25b82df7d!8m2!3d12.9479654!4d77.6024576"
Amaravathi Bar and Restaurant,,+91 80 2663 9222,"9th Block, 508, E End Main Rd, Jayanagar, Bengaluru, Karnataka 560069","9th Block, 508, E End Main Rd",Bengaluru,560069,India,4.1,3102,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9oDoScCE3HSwe8SeDYBwSwtKnkYuBhIxF-_hvrYj0bYRU97dGMhjoulb9XjIdBPXGCtjlGH0TVMF5hNGikIEU3qpvesZKqAP6UxAo0NPwQ1hRZ6Xl1-8TZN97pdRSu9d6vz2b0=w800-h500-k-no,"{""Monday"": ""12-3:30pm,6-10:30pm"", ""Tuesday"": ""12-3:30pm,6-10:30pm"", ""Wednesday"": ""12-3:30pm,6-10:30pm"", ""Thursday"": ""12-3:30pm,6-10:30pm"", ""Friday"": ""12-3:30pm,6-10:30pm"", ""Saturday"": ""12-3:30pm,6-10:30pm"", ""Sunday"": ""12-3:30pm,6-10:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Amaravathi+Bar+and+Restaurant/@12.9169564,77.5967076,14z/data=!4m8!1m2!2m1!1sAmaravathi+Bar+and+Restaurant!3m4!1s0x3bae1506048605a5:0x377a67704c23392a!8m2!3d12.9169564!4d77.5967076"
Surabhi bar and restaurant,,,"489, E End Main Rd, Corporation Colony, 4th T Block East, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041","489, E End Main Rd",Bengaluru,560041,India,4.1,89,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-9ZpRbd_kxCZE30ocvotMifEeUGSobqS6z_53RQqN06gAmEkFG4_Bco3tY1JKQg2r8MAq31kYwJOBTONqu8aDa4Y5t_FMFZSaOTbeOMW_aErhAb_whFrdBx30tn-Q0QbvSZ3gQ=w800-h500-k-no,"{""Monday"": ""10am-1am"", ""Tuesday"": ""10am-1am"", ""Wednesday"": ""10am-1am"", ""Thursday"": ""10am-1am"", ""Friday"": ""10am-1am"", ""Saturday"": ""10am-1am"", ""Sunday"": ""10am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Surabhi+bar+and+restaurant/@12.918654,77.5967836,14z/data=!4m8!1m2!2m1!1sSurabhi+bar+and+restaurant!3m4!1s0x3bae150aa9fe4c8f:0xa1e62a4c360ff9aa!8m2!3d12.918654!4d77.5967836"
Jollygunj,,+91 99802 04102,"3rd Floor. 71, 15th Cross, Outer Ring Rd, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560078","3rd Floor. 71, 15th Cross, Outer Ring Rd",Bengaluru,560078,India,3.8,515,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9M1jCXcLBLW-m7sG4W4f6MZiOXSsx1E2lI9-ZG6W-GShitZIxaHFb6F3RWakhMP34zWQ9N5FsZbj0NBcIMyHWKjSSggM_9B-uJMDb9I8qd3EzDYZsrAHnlOzogFo2HkLZCFDw1=w800-h500-k-no,"{""Monday"": ""11:30am-1am"", ""Tuesday"": ""11:30am-1am"", ""Wednesday"": ""11:30am-1am"", ""Thursday"": ""11:30am-1am"", ""Friday"": ""11:30am-1am"", ""Saturday"": ""11:30am-1am"", ""Sunday"": ""11:30am-1am""}",OPERATIONAL,,"https://www.google.com/maps/place/Jollygunj/@12.9066729,77.5980076,14z/data=!4m8!1m2!2m1!1sJollygunj!3m4!1s0x3bae15c5d299269d:0x4839b76d95bee7ea!8m2!3d12.9066729!4d77.5980076"
Aradhana Bar And Restaurant,,,"632, 633, Outer Ring Rd, Dollar Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560076","632, 633, Outer Ring Rd",Bengaluru,560076,India,3.9,236,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-7S2D2yVk4qe8BW_Qp69zL97zu9bTf0jYefE9lQvfERcLFnZFQNJkG4kVJh9V78boaHPzLWXXGHWjckkEdGm6Wcq34FdcqIcn3DE3vKyT75APSYDrNLrNsx7TY9uQ-q9EIZrU=w800-h500-k-no,"{""Monday"": ""10:30am-11pm"", ""Tuesday"": ""10:30am-11pm"", ""Wednesday"": ""10:30am-11pm"", ""Thursday"": ""10:30am-11pm"", ""Friday"": ""10:30am-11pm"", ""Saturday"": ""10:30am-11pm"", ""Sunday"": ""10:30am-11pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Aradhana+Bar+And+Restaurant/@12.9062845,77.5962354,14z/data=!4m8!1m2!2m1!1sAradhana+Bar+And+Restaurant!3m4!1s0x3bae1510a0a42b61:0x8d12af954966b52c!8m2!3d12.9062845!4d77.5962354"
Amruth Bar and Restaurant,,,"S No 539/2,N.S Palya,4th Main Rd, Bannerghatta Rd, Abbaappa Layout, Stage 2, Bengaluru, Karnataka 560076","S No 539/2,N.S Palya,4th Main Rd, Bannerghatta Rd",Bengaluru,560076,India,3.6,696,https://lh3.googleusercontent.com/gps-cs-s/AB5caB_wRV31ERdLwQNvasMsOvr0nOu6Qf9oFSBtRjx5ULJhPORXaZOICMNTU5RtDcnRwoYoTUZlLu6EttA38Ysl0mNlUG1RdKFTSIAoEdwedk1cgIqGTb-LGtR1Ozg24pK7DXjk202iBg=w800-h500-k-no,"{""Monday"": ""10am-12am"", ""Tuesday"": ""10am-12am"", ""Wednesday"": ""10am-12am"", ""Thursday"": ""10am-12am"", ""Friday"": ""10am-12am"", ""Saturday"": ""10am-12am"", ""Sunday"": ""10am-12am""}",OPERATIONAL,,"https://www.google.com/maps/place/Amruth+Bar+and+Restaurant/@12.907741699999999,77.60408149999999,14z/data=!4m8!1m2!2m1!1sAmruth+Bar+and+Restaurant!3m4!1s0x3bae151c5ae44cb3:0xb68e5109e97a0f57!8m2!3d12.907741699999999!4d77.60408149999999"
Nanjundeshwara Bar And Restaurant,,+91 98451 65399,"Shop No.13, 7C, B.G Road, Stage 2, Kaverappa Industrail Area, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076","Shop No.13, 7C, B.G Road",Bengaluru,560076,India,4,104,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8l3VSLgeJou9hFG0YM0vwc6t-WNOelqv2cUD7HynqptTOwKYm4f0xc572JJu59TV0f316Q0-TCUTp5HMwp9xVkykzFzZxj7bfNCu_OwYA7iidmU-xC9JzbwHCZha8retkvTtJB=w800-h500-k-no,"{""Monday"": ""10:30am-12:30am"", ""Tuesday"": ""10:30am-12:30am"", ""Wednesday"": ""10:30am-12:30am"", ""Thursday"": ""10:30am-12:30am"", ""Friday"": ""10:30am-12:30am"", ""Saturday"": ""10:30am-12:30am"", ""Sunday"": ""10:30am-12:30am""}",OPERATIONAL,,"https://www.google.com/maps/place/Nanjundeshwara+Bar+And+Restaurant/@12.911238599999999,77.6001711,14z/data=!4m8!1m2!2m1!1sNanjundeshwara+Bar+And+Restaurant!3m4!1s0x3bae1504cc3fb8bd:0xa587ff3acb010469!8m2!3d12.911238599999999!4d77.6001711"
Crumb Together,,+91 80 4216 1818,"45, 100 Feet Ring Rd, opposite to mandovi motors, JP Nagar 4th Phase, Dollar Layout, Phase 4, J. P. Nagar, Bengaluru, Karnataka 560078","45, 100 Feet Ring Rd, opposite to mandovi motors",Bengaluru,560078,India,3.9,2833,https://lh3.googleusercontent.com/p/AF1QipO4woqmuQMkjfAYmLXruDYVH3-oCIb5_qZUNAsW=w800-h500-k-no,"{""Monday"": ""1-11:30pm"", ""Tuesday"": ""1-11:30pm"", ""Wednesday"": ""1-11:30pm"", ""Thursday"": ""1-11:30pm"", ""Friday"": ""1pm-1am"", ""Saturday"": ""1pm-1am"", ""Sunday"": ""1pm-1am""}",OPERATIONAL,"Multicuisine pub & restaurant with terrace seating, grafitti, sports screenings & an easygoing vibe.","https://www.google.com/maps/place/Crumb+Together/@12.9069503,77.6002335,14z/data=!4m8!1m2!2m1!1sCrumb+Together!3m4!1s0x3bae151bb9460085:0x7e8c444f5103631a!8m2!3d12.9069503!4d77.6002335"
,,,,,,,,,,,,,,
Ashraya Bar and Restaurant,,,"173, R.K Colony, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",173,Bengaluru,560078,India,3.8,14,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9CAYA70rtqlmMUrRGWEQa_XraZF0Va8Qn6he912zd0sH2gpCzAppTFHGUnZybs4wWZJatAp8R_yDEV7fj0TcsqaDy2eajP5wTxqK_WnLOr1VmVj6NkbIlQWsqJvKrggzEyBaw=w800-h500-k-no,"{""Monday"": ""10am-12am"", ""Tuesday"": ""10am-12am"", ""Wednesday"": ""10am-12am"", ""Thursday"": ""10am-12am"", ""Friday"": ""10am-12am"", ""Saturday"": ""10am-12am"", ""Sunday"": ""10am-12am""}",OPERATIONAL,,"https://www.google.com/maps/place/Ashraya+Bar+and+Restaurant/@12.9137439,77.5859258,14z/data=!4m8!1m2!2m1!1sAshraya+Bar+and+Restaurant!3m4!1s0x3bae150cdb43641b:0x5a7ae021759cb942!8m2!3d12.9137439!4d77.5859258"
Lavanya Bar and restaurant,,+91 80 2227 5365,"WJV4+GGW, New Mico Rd, Nanjappa Layout, Adugodi, Bengaluru, Karnataka 560030","WJV4+GGW, New Mico Rd",Bengaluru,560030,India,3.9,117,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8geBFosAARLj4pNm3HnH9AtpNDmS2YHyIlHIqn3nv6CG7BSfeTxGg5KBhkYcU9pGieSViyhjT4sQR05yDQiZ_pS8zVOaZpSCUONXIPhnqtUQN9YpKNqQ-7Kbpp5LwOeeRWx-AMcg=w800-h500-k-no,"{""Monday"": ""10am-11:30pm"", ""Tuesday"": ""10am-11:30pm"", ""Wednesday"": ""10am-11:30pm"", ""Thursday"": ""10am-11:30pm"", ""Friday"": ""10am-11:30pm"", ""Saturday"": ""10am-11:30pm"", ""Sunday"": ""10am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Lavanya+Bar+and+restaurant/@12.9438511,77.6063389,14z/data=!4m8!1m2!2m1!1sLavanya+Bar+and+restaurant!3m4!1s0x3bae15b56a8b6def:0xd27b52e7449c1370!8m2!3d12.9438511!4d77.6063389"
Coastal Family Resto Bar,,+91 78296 36363,"Shop No: 488, 108, E End Main Rd, Corporation Colony, 9th Block, Jayanagar, Bengaluru, Karnataka 560069","Shop No: 488, 108, E End Main Rd",Bengaluru,560069,India,3.9,1273,https://lh3.googleusercontent.com/gps-cs-s/AB5caB9gZQXVOJ0nro-Uux8OYuy5bvxWwbRN__2o9uBAum98dboaK0jxO8SVCuXSdnik-l4Wl2F7neO-s3uhutUdQrtWnzkPaCdXTCBOdsriEZ-vEZhYR7Bj0Ide56cCiU1W-HdRJ_ZH=w800-h500-k-no,"{""Monday"": ""11:30am-11:30pm"", ""Tuesday"": ""11:30am-11:30pm"", ""Wednesday"": ""11:30am-11:30pm"", ""Thursday"": ""11:30am-11:30pm"", ""Friday"": ""11:30am-11:30pm"", ""Saturday"": ""11:30am-11:30pm"", ""Sunday"": ""11:30am-11:30pm""}",OPERATIONAL,,"https://www.google.com/maps/place/Coastal+Family+Resto+Bar/@12.918612,77.596732,14z/data=!4m8!1m2!2m1!1sCoastal+Family+Resto+Bar!3m4!1s0x3bae15062f5aacdf:0xd4f4c1983cb4a4fa!8m2!3d12.918612!4d77.596732"
